Survey year,Survey ID,Survey name official,Survey name,Survey abbriviation,Cruise ID,Cruise code,Stratum ID,Station ID,Haul number,Vessel ID,Vessel name,Date and time,Start latitude (decimal degrees),Start longitude (decimal degrees),End latitude (decimal degrees),End longitude (decimal degrees),Depth (m),Distance fished (km),Tow duration (decimal hr),Area swept (km),Net height (m),Net width (m),Haul performance code,Bottom temperature (degrees Celsius),Surface temperature (degrees Celsius),Taxon code,Taxon common name,Taxon scientific name,Taxon weight (kg),Taxon count,Weight CPUE (kg/km2),Number CPUE (no/km2),Taxon confidence rating,Lowest taxonomic rank,Integrated taxonomic information system (ITIS) serial number,World register of marine species (WoRMS) taxonomic serial number
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,341,292-163,199,148,OCEAN EXPLORER,10-JUL-2021 07:22AM,59.46072,-145.8872,59.46868,-145.86562,331,1.518,.276,.027251,6.145,17.952,0,4.9,12.1,22410,longfin dragonfish,Tactostoma macropus,.014,1,.51374,36.695718,1,species,162247,282922
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,133,259-159,194,148,OCEAN EXPLORER,08-JUL-2021 06:19PM,59.2467,-148.57994,59.23885,-148.559,112,1.486,.269,.025012,5.768,16.832,0,5.7,11.3,80106,redbanded sea star,Orthasterias koehleri,.165,1,6.596741,39.980247,1,species,157270,255048
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,140,301-173,206,148,OCEAN EXPLORER,13-JUL-2021 06:35PM,59.92026,-145.14483,59.90515,-145.14555,151,1.683,.304,.030797,5.491,18.299,0,5.8,11.2,420,big skate,Beringraja binoculata,18.79,2,610.120064,64.940933,1,species,,1021330
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,133,273-161,198,148,OCEAN EXPLORER,09-JUL-2021 05:12PM,59.34722,-147.48781,59.35633,-147.48361,115,1.042,.192,.017772,6.413,17.056,2.1,5.5,11.3,21910,lingcod,Ophiodon elongatus,4.21,2,236.884797,112.534345,1,species,167116,240745
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,140,301-173,206,148,OCEAN EXPLORER,13-JUL-2021 06:35PM,59.92026,-145.14483,59.90515,-145.14555,151,1.683,.304,.030797,5.491,18.299,0,5.8,11.2,69080,hornyhand hermit,Pagurus cornutus,.012,1,.389646,32.470466,2,species,97795,366673
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,240,373-149,231,148,OCEAN EXPLORER,19-JUL-2021 03:45PM,58.7501,-139.17554,58.75472,-139.15168,233,1.479,.266,.02605,6.117,17.613,0,5.6,13.1,82520,red sea urchin,Mesocentrotus franciscanus,.084,2,3.224614,76.776531,,species,157971,591102
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,230,278-168,203,148,OCEAN EXPLORER,13-JUL-2021 07:11AM,59.67662,-147.05239,59.66374,-147.05391,209,1.436,.259,.026744,5.934,18.624,0,5.2,10.2,66120,sidestripe shrimp,Pandalus dispar,1.45,105,54.217639,3926.104873,1,species,96996,1337983
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,143,375-146,230,148,OCEAN EXPLORER,19-JUL-2021 01:32PM,58.63705,-139.03969,58.62482,-139.04966,129,1.48,.267,.023912,7.036,16.157,0,6,13.2,30040,white spotted red rockfish unid.,Sebastes sp.,.082,7,3.429189,292.73564,1,genus,166705,126175
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,341,348-154,221,148,OCEAN EXPLORER,17-JUL-2021 01:24PM,59.01607,-141.19646,59.01581,-141.22163,371,1.453,.262,.026293,5.453,18.096,0,4.4,12.5,30052,blackspotted rockfish,Sebastes melanostictus,14.3,11,543.860898,418.354537,2,species,,1015496
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,134,272-160,197,148,OCEAN EXPLORER,09-JUL-2021 02:21PM,59.31763,-147.53943,59.3067,-147.52436,128,1.492,.267,.025485,6.097,17.081,2.4,5.6,12,82511,Strongylocentrotus sp.,Strongylocentrotus sp.,.118,10,4.630202,392.389958,3,genus,157968,123390
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,320,193-86,146,148,OCEAN EXPLORER,28-JUN-2021 05:02PM,55.92398,-154.05621,55.92259,-154.08051,479,1.532,.276,.027029,5.834,17.643,0,3.9,9.2,10200,rex sole,Glyptocephalus zachirus,.908,3,33.593453,110.991586,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,22,194-109,130,148,OCEAN EXPLORER,25-JUN-2021 12:48PM,56.91782,-153.98497,56.90786,-154.00085,68,1.474,.269,.025059,6.468,17.001,0,5.5,9.2,20040,sturgeon poacher,Podothecus accipenserinus,.062,1,2.474114,39.905067,1,species,644358,254501
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,35,195-124,134,176,ALASKA PROVIDER,07-JUL-2021 09:07AM,57.59108,-153.89057,57.60421,-153.88496,128,1.5,.263,.02301,6.571,15.34,0,5.8,9.8,10270,butter sole,Isopsetta isolepis,.58,1,25.206432,43.459365,1,species,172919,281189
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,320,193-86,146,148,OCEAN EXPLORER,28-JUN-2021 05:02PM,55.92398,-154.05621,55.92259,-154.08051,479,1.532,.276,.027029,5.834,17.643,0,3.9,9.2,30060,Pacific ocean perch,Sebastes alutus,4.92,8,182.0262,295.977561,1,species,166707,254573
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,220,169-94,135,148,OCEAN EXPLORER,26-JUN-2021 11:38AM,56.24481,-156.04526,56.24479,-156.02126,225,1.495,.269,.026976,5.526,18.044,0,5.1,8.4,10130,flathead sole,Hippoglossoides elassodon,14.19,37,526.027422,1371.600747,1,species,172875,274289
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,35,195-124,134,176,ALASKA PROVIDER,07-JUL-2021 09:07AM,57.59108,-153.89057,57.60421,-153.88496,128,1.5,.263,.02301,6.571,15.34,0,5.8,9.8,69060,Aleutian hermit,Pagurus aleuticus,.079,2,3.43329,86.918731,1,species,97778,366647
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,22,186-105,132,148,OCEAN EXPLORER,25-JUN-2021 05:56PM,56.75837,-154.66741,56.74392,-154.66689,35,1.61,.29,.024554,6.7,15.251,0,9.1,9.2,40561,lion's mane jelly,Cyanea capillata,.045,1,1.832687,40.726379,2,species,51671,135301
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,232,182-125,129,176,ALASKA PROVIDER,06-JUL-2021 12:05PM,57.66601,-154.95763,57.65473,-154.97054,241,1.474,.259,.022781,6.567,15.455,0,5.3,9.8,40561,lion's mane jelly,Cyanea capillata,.332,3,14.573759,131.690596,2,species,51671,135301
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,122,174-77,139,148,OCEAN EXPLORER,27-JUN-2021 10:47AM,55.54304,-155.66993,55.54164,-155.65392,180,1.026,.187,.015682,6.282,15.285,4.4,5.3,9.1,10110,arrowtooth flounder,Atheresthes stomias,12.48,13,795.796054,828.954223,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,130,217-132,169,148,OCEAN EXPLORER,04-JUL-2021 07:10AM,57.98205,-152.11322,57.98079,-152.08804,177,1.502,.272,.026925,5.551,17.926,0,5.7,8.5,21390,spinyhead sculpin,Dasycottus setiger,.048,4,1.78274,148.561634,1,species,167265,280488
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,130,217-132,169,148,OCEAN EXPLORER,04-JUL-2021 07:10AM,57.98205,-152.11322,57.98079,-152.08804,177,1.502,.272,.026925,5.551,17.926,0,5.7,8.5,23010,eulachon,Thaleichthys pacificus,1.034,92,38.403182,3416.917575,1,species,162051,282959
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,230,249-150,185,148,OCEAN EXPLORER,07-JUL-2021 07:11AM,58.81753,-149.44081,58.81731,-149.46604,204,1.464,.268,.026695,5.65,18.234,0,5.4,11.8,82675,heart urchin,Brisaster latifrons,59.588,1703,2232.213765,63795.731388,1,species,158082,513143
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,134,223-112,154,148,OCEAN EXPLORER,30-JUN-2021 09:29AM,57.0594,-151.58682,57.04832,-151.57154,127,1.545,.273,.026148,6.292,16.924,0,5.5,8.9,74104,Chlamys sp.,Chlamys sp.,.018,1,.6884,38.244457,1,genus,79612,138315
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,230,232-147,176,148,OCEAN EXPLORER,05-JUL-2021 11:44AM,58.65635,-150.82729,58.65389,-150.80566,204,1.294,.235,.023235,5.541,17.956,1.12,5.6,10.8,10200,rex sole,Glyptocephalus zachirus,10.06,29,432.966313,1248.113627,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,230,256-150,189,148,OCEAN EXPLORER,07-JUL-2021 04:44PM,58.81048,-148.84677,58.81996,-148.86477,256,1.484,.27,.026972,5.338,18.175,0,4.9,11.3,20510,sablefish,Anoplopoma fimbria,29.5,13,1093.738993,481.986675,1,species,167123,159463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,330,238-119,159,148,OCEAN EXPLORER,01-JUL-2021 07:28AM,57.37926,-150.38363,57.38186,-150.35863,455,1.54,.274,.027548,5.841,17.888,0,4,10,82675,heart urchin,Brisaster latifrons,.178,7,6.461562,254.106359,1,species,158082,513143
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,228-131,168,148,OCEAN EXPLORER,03-JUL-2021 06:57PM,57.934,-151.15553,57.9204,-151.14902,83,1.564,.284,.025395,6.665,16.237,0,6.3,9.2,72500,Oregon triton,Fusitriton oregonensis,.036,4,1.41762,157.51338,1,species,73018,476496
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,251,429-80,255,148,OCEAN EXPLORER,25-JUL-2021 12:07PM,55.63566,-134.57156,55.64727,-134.58294,215,1.479,.269,.025168,6.798,17.017,0,5.8,11.5,66030,ocean shrimp,Pandalus jordani,.102,21,4.052742,834.388139,2,species,96970,515469
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,193-139,145,176,ALASKA PROVIDER,11-JUL-2021 07:06AM,58.32415,-154.08312,58.32414,-154.05724,70,1.527,.268,.023678,6.22,15.506,0,7.6,10.1,23010,eulachon,Thaleichthys pacificus,13.046,316,550.983454,13345.912278,1,species,162051,282959
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,193-139,145,176,ALASKA PROVIDER,11-JUL-2021 07:06AM,58.32415,-154.08312,58.32414,-154.05724,70,1.527,.268,.023678,6.22,15.506,0,7.6,10.1,24191,shortfin eelpout,Lycodes brevipes,.51,9,21.539289,380.105097,1,species,165258,254595
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,193-139,145,176,ALASKA PROVIDER,11-JUL-2021 07:06AM,58.32415,-154.08312,58.32414,-154.05724,70,1.527,.268,.023678,6.22,15.506,0,7.6,10.1,66031,Alaskan pink shrimp,Pandalus eous,2.302,531,97.222437,22426.200695,2,species,621110,515463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,193-139,145,176,ALASKA PROVIDER,11-JUL-2021 07:06AM,58.32415,-154.08312,58.32414,-154.05724,70,1.527,.268,.023678,6.22,15.506,0,7.6,10.1,79020,eastern Pacific bobtail,Rossia pacifica,.004,1,.168936,42.2339,1,species,82338,346432
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,30,216-136,144,176,ALASKA PROVIDER,10-JUL-2021 04:44PM,58.14085,-152.16545,58.15254,-152.17871,67,1.521,.266,.023966,7.194,15.757,0,7.8,8.1,40500,jellyfish unid.,Scyphozoa,.645,1,26.912681,41.725087,1,class,51483,135220
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,150,423-93,248,148,OCEAN EXPLORER,23-JUL-2021 03:26PM,56.20337,-135.04821,56.20414,-135.02776,178,1.277,.231,.022247,6.425,17.421,0,5.6,12.2,40561,lion's mane jelly,Cyanea capillata,.336,4,15.10342,179.802619,2,species,51671,135301
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,151,435-72,261,148,OCEAN EXPLORER,26-JUL-2021 03:36PM,55.28878,-134.02954,55.29985,-134.04146,139,1.447,.266,.023201,7.282,16.034,0,6.3,13.4,21720,Pacific cod,Gadus macrocephalus,13.8,6,594.796872,258.607336,1,species,164711,254538
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,150,423-96,247,148,OCEAN EXPLORER,23-JUL-2021 01:02PM,56.37509,-135.03601,56.36326,-135.02781,123,1.411,.258,.023465,6.525,16.63,0,6,12.3,10110,arrowtooth flounder,Atheresthes stomias,275.09,590,11723.452829,25143.906246,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,111,28-20,5,176,ALASKA PROVIDER,08-JUN-2021 07:49AM,53.10858,-167.68721,53.1086,-167.71213,102,1.678,.308,.02762,5.364,16.46,5.8,5.5,6.5,10110,arrowtooth flounder,Atheresthes stomias,35.55,37,1287.116381,1339.614799,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,10,56-38,10,176,ALASKA PROVIDER,09-JUN-2021 10:16AM,53.88281,-165.37611,53.87345,-165.35965,93,1.505,.274,.025257,7.182,16.782,0,5.3,6.7,21921,Atka mackerel,Pleurogrammus monopterygius,.44,1,17.420975,39.593125,1,species,167120,282289
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,120,133-80,69,176,ALASKA PROVIDER,22-JUN-2021 06:55AM,55.67478,-159.0185,55.66717,-158.99912,150,1.487,.262,.026437,5.297,17.779,0,4.6,8.9,20510,sablefish,Anoplopoma fimbria,14.52,15,549.222497,567.378612,1,species,167123,159463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,143-89,74,176,ALASKA PROVIDER,24-JUN-2021 07:23AM,56.05772,-158.1841,56.04498,-158.17561,104,1.516,.268,.026146,5.555,17.247,0,5.3,7.9,10180,Dover sole,Microstomus pacificus,.86,5,32.891652,191.230535,1,species,172887,274294
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,10,50-39,9,176,ALASKA PROVIDER,09-JUN-2021 07:19AM,53.89427,-165.8624,53.89812,-165.88409,78,1.499,.27,.023558,6.796,15.716,0,5.8,6.1,10261,northern rock sole,Lepidopsetta polyxystra,1.5,2,63.67187,84.895827,1,species,616392,281307
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,21,157-72,60,176,ALASKA PROVIDER,20-JUN-2021 02:20PM,55.30479,-157.02513,55.31125,-157.00533,100,1.462,.261,.026008,6.587,17.789,0,4.8,8.4,99994,empty gastropod shells,,.055,2,2.114773,76.900841,1,,,
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,320,150-61,58,176,ALASKA PROVIDER,20-JUN-2021 07:04AM,54.82889,-157.65195,54.83303,-157.63067,344,1.449,.258,.024879,6.069,17.17,0,4.4,8,30051,rougheye rockfish,Sebastes aleutianus,12.46,8,500.817345,321.552068,2,species,166706,274771
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,156-105,77,176,ALASKA PROVIDER,24-JUN-2021 06:41PM,56.76056,-157.1144,56.7716,-157.0988,44,1.558,.274,.0248,6.019,15.918,0,7.4,8.1,82510,green sea urchin,Strongylocentrotus droebachiensis,.136,1,5.483817,40.322184,3,species,157969,124321
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,20,143-89,74,176,ALASKA PROVIDER,24-JUN-2021 07:23AM,56.05772,-158.1841,56.04498,-158.17561,104,1.516,.268,.026146,5.555,17.247,0,5.3,7.9,98082,sea potato,Styela rustica,1.573,,60.161126,,1,species,159309,103937
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,122,136-55,55,176,ALASKA PROVIDER,19-JUN-2021 12:34PM,54.58856,-158.78371,54.59048,-158.7613,159,1.468,.258,.02331,6.681,15.879,0,4.9,8.1,21740,walleye pollock,Gadus chalcogrammus,.071,3,3.045854,128.698075,1,species,934083,300735
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,221,149-61,76,148,OCEAN EXPLORER,10-JUN-2021 02:12PM,54.84001,-157.71979,54.84406,-157.69871,237,1.431,.264,.026448,5.329,18.482,0,4.7,7.4,10200,rex sole,Glyptocephalus zachirus,27.08,100,1023.905935,3781.041119,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,122,153-68,102,148,OCEAN EXPLORER,17-JUN-2021 07:01AM,55.12635,-157.33327,55.13978,-157.33319,104,1.503,.27,.027688,5.912,18.422,0,4.7,7.7,99994,empty gastropod shells,,.03,,1.083491,,1,,,
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,157-87,86,148,OCEAN EXPLORER,13-JUN-2021 02:59PM,55.95474,-157.01679,55.96561,-157.00092,110,1.568,.285,.0273,6.138,17.411,0,4.9,7,98212,globular ascidian,Distaplia occidentalis,.026,,.952365,,3,species,158876,250152
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,122,158-69,104,148,OCEAN EXPLORER,17-JUN-2021 10:59AM,55.16559,-156.99111,55.16709,-156.96813,149,1.48,.273,.026818,6.104,18.12,0,5,7.4,82511,Strongylocentrotus sp.,Strongylocentrotus sp.,.392,,14.617266,,3,genus,157968,123390
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,167-106,98,148,OCEAN EXPLORER,16-JUN-2021 10:35AM,56.80815,-156.19977,56.80484,-156.22372,193,1.515,.273,.027994,5.836,18.478,0,5,8.4,10200,rex sole,Glyptocephalus zachirus,6.596,18,235.620488,642.991023,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,21,158-71,106,148,OCEAN EXPLORER,17-JUN-2021 03:23PM,55.28257,-156.93137,55.28296,-156.95572,97,1.554,.276,.026463,6.321,17.029,0,4.9,7.4,21910,lingcod,Ophiodon elongatus,3.09,1,116.766515,37.788516,1,species,167116,240745
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,13,133-62,70,148,OCEAN EXPLORER,09-JUN-2021 12:47PM,54.87574,-159.03745,54.88354,-159.01777,78,1.538,.272,.027844,5.229,18.104,4.1,4.6,7.4,91020,hermit sponge,Suberites domuncula,.028,,1.005604,,3,species,48489,134282
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,167-106,98,148,OCEAN EXPLORER,16-JUN-2021 10:35AM,56.80815,-156.19977,56.80484,-156.22372,193,1.515,.273,.027994,5.836,18.478,0,5,8.4,72500,Oregon triton,Fusitriton oregonensis,.148,,5.286815,,1,species,73018,476496
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,220,163-83,108,148,OCEAN EXPLORER,18-JUN-2021 07:07AM,55.80172,-156.49907,55.78815,-156.49974,254,1.51,.272,.027515,5.553,18.222,0,4.9,8.5,20510,sablefish,Anoplopoma fimbria,64.82,43,2355.787088,1562.771441,1,species,167123,159463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,21,158-71,106,148,OCEAN EXPLORER,17-JUN-2021 03:23PM,55.28257,-156.93137,55.28296,-156.95572,97,1.554,.276,.026463,6.321,17.029,0,4.9,7.4,91113,prolific nipple sponge,Polymastia sp. A (Clark 2006),.112,,4.232314,,3,species,,
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,120,139-62,72,148,OCEAN EXPLORER,09-JUN-2021 06:37PM,54.89411,-158.49226,54.89294,-158.51538,172,1.497,.273,.027924,5.383,18.653,0,4.9,7.5,79210,magistrate armhook squid,Berryteuthis magister,.514,,18.407408,,1,species,82430,342286
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,13,116-73,46,176,ALASKA PROVIDER,17-JUN-2021 09:11AM,55.35372,-160.42436,55.36114,-160.44395,45,1.499,.266,.022818,7.293,15.222,0,5.8,6.1,43021,gigantic anemone,Metridium farcimen,9.3,58,407.576934,2541.877653,1,species,611773,283704
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,229-128,122,148,OCEAN EXPLORER,21-JUN-2021 08:01AM,57.79767,-151.07971,57.78401,-151.0784,72,1.528,.275,.02622,6.058,17.16,0,6,8.6,81742,purple-orange sea star,Asterias amurensis,.072,,2.745945,,1,species,157216,254497
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,98-69,30,176,ALASKA PROVIDER,14-JUN-2021 10:06AM,55.19957,-161.9449,55.19128,-161.92697,80,1.475,.265,.024107,6.407,16.344,0,5.3,7.4,10130,flathead sole,Hippoglossoides elassodon,144.84,879,6008.113691,36461.833296,1,species,172875,274289
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,13,116-73,46,176,ALASKA PROVIDER,17-JUN-2021 09:11AM,55.35372,-160.42436,55.36114,-160.44395,45,1.499,.266,.022818,7.293,15.222,0,5.8,6.1,99993,empty bivalve shells,,.03,3,1.314764,131.47643,1,,,
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,114-74,45,176,ALASKA PROVIDER,17-JUN-2021 06:59AM,55.39854,-160.60954,55.39933,-160.58619,57,1.486,.265,.023829,7.284,16.036,0,5.4,6.1,21347,yellow Irish lord,Hemilepidotus jordani,3.72,4,156.109051,167.859194,1,species,167280,254522
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,11,77-48,23,176,ALASKA PROVIDER,11-JUN-2021 05:52PM,54.28143,-163.65395,54.28124,-163.63077,111,1.514,.267,.025193,6.54,16.64,0,5.1,6.9,10200,rex sole,Glyptocephalus zachirus,37.535,102,1489.900353,4048.750127,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,134,208-96,117,148,OCEAN EXPLORER,20-JUN-2021 06:58AM,56.34641,-152.8351,56.33589,-152.82199,128,1.431,.267,.025077,5.858,17.524,0,5.4,9.3,40504,Chrysaora melanaster,Chrysaora melanaster,1.41,,56.227171,,1,species,51641,287209
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,11,99-49,36,176,ALASKA PROVIDER,15-JUN-2021 11:58AM,54.31881,-161.79685,54.32947,-161.81007,75,1.468,.257,.023481,6.751,15.995,0,5.2,7.5,72500,Oregon triton,Fusitriton oregonensis,.136,3,5.792001,127.764722,1,species,73018,476496
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,114-74,45,176,ALASKA PROVIDER,17-JUN-2021 06:59AM,55.39854,-160.60954,55.39933,-160.58619,57,1.486,.265,.023829,7.284,16.036,0,5.4,6.1,72500,Oregon triton,Fusitriton oregonensis,.253,4,10.617094,167.859194,1,species,73018,476496
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,430,220-101,119,148,OCEAN EXPLORER,20-JUN-2021 03:20PM,56.55277,-151.85366,56.56285,-151.84332,523,1.303,.239,.022542,5.975,17.3,0,4,9.7,21341,darkfin sculpin,Malacocottus zonurus,.162,3,7.186617,133.085499,1,species,167305,254406
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,126-78,47,176,ALASKA PROVIDER,17-JUN-2021 01:35PM,55.55754,-159.64418,55.55779,-159.62091,51,1.475,.266,.022435,7.445,15.21,0,5,7.2,69110,widehand hermit crab,Elassochirus tenuimanus,.034,2,1.515506,89.147416,1,species,97837,366322
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,10,20-20,2,176,ALASKA PROVIDER,07-JUN-2021 09:57AM,53.10751,-168.36646,53.11746,-168.35057,45,1.539,.281,.025112,7.411,16.317,0,5.9,6.9,10110,arrowtooth flounder,Atheresthes stomias,15.62,36,622.016774,1433.585393,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,91-65,31,176,ALASKA PROVIDER,14-JUN-2021 01:42PM,55.00633,-162.5225,54.99769,-162.50495,52,1.515,.262,.025266,6.565,16.677,0,6.7,6.7,10210,yellowfin sole,Limanda aspera,216.717,560,8577.533414,22164.475847,1,species,172907,254562
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,12,104-72,29,176,ALASKA PROVIDER,14-JUN-2021 07:04AM,55.31571,-161.41223,55.32428,-161.43065,50,1.512,.266,.023496,6.857,15.54,0,5.8,7.6,91020,hermit sponge,Suberites domuncula,.024,,1.02143,,3,species,48489,134282
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,11,79-53,28,176,ALASKA PROVIDER,12-JUN-2021 04:49PM,54.49244,-163.49111,54.49505,-163.51429,107,1.535,.269,.026259,7.004,17.107,0,5.2,7.2,21356,roughspine sculpin,Triglops macellus,.042,1,1.599437,38.081826,1,species,167371,274399
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,111,24-15,4,176,ALASKA PROVIDER,07-JUN-2021 04:41PM,52.94198,-168.06948,52.94214,-168.04804,122,1.485,.28,.026408,6.241,17.783,0,4.9,6.7,30152,dusky rockfish,Sebastes variabilis,16.02,9,606.639981,340.808978,1,species,644604,398442
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,31,219-112,109,176,ALASKA PROVIDER,02-JUL-2021 11:28AM,57.04097,-151.91977,57.05163,-151.93603,87,1.55,.277,.024233,6.645,15.634,0,6.6,9.2,10110,arrowtooth flounder,Atheresthes stomias,11.44,11,472.089367,453.932084,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,220,168-91,83,176,ALASKA PROVIDER,26-JUN-2021 07:04AM,56.15021,-156.11271,56.15103,-156.13573,243,1.44,.257,.026047,5.534,18.088,0,5.2,8.5,71870,lyre whelk,Neptunea lyrata,.273,3,10.481166,115.17765,3,species,73977,254477
